recipeID,recipeName,recipeType,recipeMaterialId,recipeMaterial,recipeCount,recipePrepartion,recipeCooking,recipeDescription
16,Orijinal Tarifi Burada: Domates Çorbası,ÇORBA TARİFLERİ,"['102', '23', '1', '99', '144', '185', '187']","['tereyağı', 'sıcak süt', 'domates', 'un', 'sıcak et suyu', 'tuz', 'rendelenmiş kaşar peyniri']",6 kişilik,30 dakika,30 dakika,"Tereyağını tavada eritin.Unu ekleyip kokusu çıkana kadar kısık ateşte kavurun.Rendelenmiş domatesleri kavrulmuş un karışımına ekledikten sonra 5 dakika kadar pişirin.Üzerine sıcak et suyunu ve tuzu ilave edin. Kesilmemesi için küçük bir cezvede ısıttığınız sütü azar azar ekleyip hızlıca karıştırın.Çorbayı kaynayana kadar orta ateşte ardından da kısık ateşte 15 dakika kadar pişirin. Daha pürüzsüz bir kıvam alması için blenderdan geçirin. Servis kaselerine aldığınız çorbayı, rendelenmiş kaşar peynir ilavesiyle sıcak olarak servis edin. Afiyet olsun!"
17,En Gerçek Tarifiyle: Ezogelin Çorbası,ÇORBA TARİFLERİ,"['74', '17', '60', '3', '1', '102', '144', '38', '185', '94', '183']","['kırmızı mercimek', 'pirinç', 'bulgur', 'kuru soğan', 'domates salçası', 'tereyağı', 'sıcak su', 'nane', 'tuz', 'limon suyu', 'pul biber']",6 kişilik,15 dakika,45 dakika,"Sıcak suyu geniş bir tencerede kaynatın. Yıkayıp suyunu süzdürdüğünüz 2 çay bardağı kırmızı mercimeği tencereye aktarın.3 yemek kaşığı pirinci, 2 yemek kaşığı bulguru ve 1 tatlı kaşığı tuzu tencereye aktarın.Yaklaşık 35 dakika, kırmızı mercimekler yumuşayana kadar pişirin.Ayrı bir tavada 1 yemek kaşığı tereyağını eritin.Üzerine 1 adet küp doğranmış kuru soğanı ekleyin ve kavurmaya başlayın.Kavrulan soğanlara 1 tatlı kaşığı domates salçasını ekleyin.1 tatlı kaşığı naneyi ekleyip, 2 dakika daha kavurun.Kavrulan sosunuzu ocaktan alın.Bakliyatları kaynattığınız tencereye kavrulan salçalı soğan karışımı ekleyin.Sonra hızlıca karıştırdığınız çorbayı 10 dakika daha pişirin.Limon suyu ve pul biber ilavesiyle sıcak olarak servis edin. Afiyet olsun!"
18,"Pofuduk Kıvam, Tam Ölçü: Pancake (Pankek)",KAHVALTILIK TARİFLERİ,"['9', '123', '99', '23', '34', '121', '190', '185', '34', '49']","['yumurta', 'toz şeker', 'un', 'süt', 'ayçiçek yağı', 'kabartma tozu', 'vanilin', 'tuz', 'ayçiçek yağı', 'bal']",4 kişilik,20 dakika,20 dakika,"Derin bir karıştırma kabında 2 yumurta ve yarım su bardağı şekeri alın.Şeker eriyene ve karışım krema kıvamını alana kadar çırpın.Yumurtalı karışımın üzerine, 2 yemek kaşığı sıvı yağ ve 1,5 su bardağı sütü de koyup tekrar çırpın.2 su bardağı un, 1 paket kabartma tozu, 1 paket vanilin ve bir tutam tuzu da eleyerek karışımın içerisine ekleyin.Pürüzsüz bir kıvam alana kadar çırpın.İlk pankeki pişirmek için; krep tavasını ayçiçek yağı ile yağlayın. Kızdırdığınız tavaya küçük bir kepçe ya da bir kahve fincanı kadar pankek harcını aktarın.Ocağın altını kısın. Pankeki, üzeri göz göz olana kadar pişirin. Bir spatula yardımıyla çevirdiğiniz pankekin diğer tarafını da aynı şekilde pişirin.Krep tavasını arada yağlayarak pankek harcı bitene kadar aynı işlemi tekrarlayın.Servis tabağına aldığınız pankeklerin üzerine tereyağı koyup bal gezdirebilirsiniz, afiyet olsun."
19,"Kabardıkça Kabarır, Şerbetini Tam Çeker: Revani",ŞERBETLİ TATLI TARİFLERİ,"['9', '123', '34', '118', '99', '24', '121', '190', '123', '144', '94', '15']","['yumurta', 'toz şeker', 'ayçiçek yağı', 'irmik', 'un', 'yoğurt', 'kabartma tozu', 'vanilin', 'toz şeker', 'su', 'limon suyu', 'rendelenmiş Hindistan cevizi']",8 dilim,35 dakika,30 dakika,"Tatlının şerbetini hazırlamak için; 3 su bardağı su ve 2,5 su bardağı toz şekeri bir tencereye aktarın.Kısık ateşte yaklaşık 30 dakika kadar kaynattıktan sonra limon suyunu ekleyin ve ılınması için ocaktan alın.3 yumurta bir kabın içerisine aktarın.Üzerine 1 çay bardağı toz şekeri bir mikser yardımıyla toz şeker tamamen eriyene kadar karıştırın.1 çay bardağı ayçiçek yağı, 1 su bardağı yoğurt ve 1 su bardağı irmiği de ekledikten sonra tekrar karıştırın.Son olarak 1,5 su bardağı un, 1 paket kabartma tozu ve 1 paket vanilini de karışıma ekledikten sonra çırpma işlemini sürdürün.Yağlanmış fırına dayanıklı kalıbın içerisine hazırladığınız revani karışımını dökün.Önceden ısıtılmış 180 derece fırında 25-30 dakika kadar pişirin. Fırından çıkardığınız revaninin ilk sıcaklığı geçtikten sonra oda sıcaklığında soğumuş şerbeti üzerine dökün ve şerbeti çekene kadar yaklaşık 1-2 saat bekleyin.Ardından bıçak yardımıyla revaniyi dilimleyin.Dilimlediğiniz ılık tatlıya rendelenmiş Hindistan cevizi serpiştirip servis edin. Afiyet olsun!"
21,Tane Tane Dökülür: Pirinç Pilavı,PİLAV TARİFLERİ,"['17', '144', '102', '185', '163', '191']","['pirinç', 'sıcak su', 'tereyağı', 'tuz', 'tarçın', 'yenibahar']",5 kişilik,15 dakika,20 dakika,"Pirinçleri yıkadıktan sonra bir kap içerisine alın ve üzerini geçecek kadar ılık su ekleyip en az 1 saat suda bekletin. Daha sonra nişastası iyice kaybolup duru bir su çıkana kadar yıkayıp suyunu süzün.Uygun bir pilav tenceresinin içerisine tereyağı ekleyin.Tereyağı eridikten sonra pirinçleri ekleyip kavurmaya başlayın. Pirinçler tane tane dökülmeye başlayana kadar yaklaşık 5 dakika kavurun.Pirinçler kavrulduktan sonra sıcak su veya tavuk suyu ekleyin. Tavuk suyu ile pilavınız daha lezzetli olacaktır.Pilava tuz, tarçın ve yenibahar da ekledikten sonra bir tahta kaşıkla karıştırıp tencerenin kapağını kapatın ve kısık ateşte pişmeye bırakın.Pirinçler tamamen suyunu çekince ocağı kapatın, tencerenin üzerine bir kağıt havlu serip kapağını kapatın ve pilavı demlenmeye bırakın.Pilavınız en az 15 dakika demlendikten sonra tahta kaşıkla karıştırıp servis yapabilirsiniz. Afiyet olsun!"
23,Bu Dilimler Kapışılacak: Patates Rulo,SEBZE TARİFLERİ,"['4', '9', '187', '8', '185', '127', '176', '41', '3', '196', '194', '185', '127', '105', '183', '1', '144', '187']","['patates', 'yumurta', 'kaşar peyniri', 'kıyılmış maydanoz', 'tuz', 'karabiber', 'sıvı yağ', 'dana kıyma', 'soğan', 'yeşil biber', 'kapya biber', 'tuz', 'karabiber', 'kimyon', 'pul biber', 'domates salçası', 'su', 'kaşar peyniri']",8 kişilik,25 dakika,55 dakika,"Rendelenmiş çiğ patatesleri bir kasede yumurta, kaşar peyniri, maydanoz, tuz ve karabiberle birlikte güzelce karıştırın.Hazırladığınız patates harcını pişirme kağıdı serili fırın tepsisine yayın ve suyunu salıp çekene dek 180 derece fırında yaklaşık  40 dakika pişirin.Kıymalı harcı için; tavada sıvı yağ ile birlikte kıymayı kavurun. Üzerine soğan, yeşil biber, kapya biber, tuz, karabiber, kimyon ve pul biberi ekleyip karıştırın. Son olarak salçasını da ekleyip kavurduktan sonra suyu ilave edin ve bir taşım kaynatıp ocaktan alın.Fırınlamış olduğunuz patates harcını çıkarıp rulo haline getirin ve oda sıcaklığında bekletin. Beklemiş olan patates harcını tekrar fırın tepsisine açın ve kıymalı sosu üzerine yayıp rulo haline getirin.Rulo patatesin üzerine kaşar peyniri serpiştirip üzeri kızarana dek 10 dakika daha fırınlayın.Fırından çıkardığınız patates rulonun ilk sıcaklığı geçtikten sonra dilimleyip sıcak olarak servis edin. Afiyet olsun!"
24,Ağzınızın Suyu Akacak: Misket Köfteli Patates Paçası,KÖFTE TARİFLERİ,"['4', '176', '24', '96', '185', '9', '41', '41', '3', '96', '185', '127', '102', '176', '1', '185', '8']","['haşlanmış patates', 'sıvı yağ', 'yoğurt', 'sarımsak', 'tuz (azaltıp arttırılabilir)', 'yumurta', 'dana kıyma', 'kuzu kıyma', 'soğan', 'sarımsak', 'tuz', 'karabiber', 'tereyağ', 'sıvı yağ', 'domates salçası', 'tuz', 'maydanoz']",6 kişilik,20 dakika,25 dakika,"Bir kasede kıymayı ve tüm malzemeleri karıştırın.Buzdolabında 20 dakika beklettikten sonra ceviz büyüklüğünde yuvarlak köfteler yapın.Önceden ısıtılmış 180 derece fırında üzerine hafif sıvı yağ gezdirerek, 25 dakika pişirin.Patatesleri haşlayın ve ezme aleti yardımıyla püre haline getirin.Bir tencerede 1 yemek kaşığı sıvı yağ ile püre haline getirdiğiniz patatesi karıştırarak ısıtın.Üzerine çırpılmış yoğurt, sarımsak, yumurta ve tuzu ekleyip iyice karışmasını sağlayın.Hazırlanan patates paçasını servis kasesine alın ve üzerine misket köfteleri ve salçalı, tereyağlı sos ve doğranmış maydanoz gezdirerek servis edin.Küçük bir tavada tereyağ ve sıvı yağı kızdırın.Salça ve tuzu ekledikten sonra salçanın kokusu çıkana kadar pişirin ve ocaktan alın.Patates paçası ve üzerine koyduğunuz misket köftelerin üzerine gezdirerek servis edin."
25,En Pratik ve Doyurucu Ana Yemek: Antep Tava,ET TARİFLERİ,"['178', '4', '6', '1', '3', '194', '96', '1', '39', '144', '185', '48', '127', '105', '195']","['kuşbaşı dana eti', 'patates', 'patlıcan', 'domates', 'kuru soğan', 'kapya biber', 'sarımsak', 'domates salçası', 'zeytinyağı', 'su', 'tuz', 'kekik', 'karabiber', 'kimyon', 'toz kırmızı biber']",4 kişilik,15 dakika,1 saat,"Patatesin ve soğanın kabuklarını soyun ve küp küp doğrayın. Biberi de küp küp doğrayın. Patlıcanı alacalı soyup küp küp doğrayın. Domatesleri de küp küp doğradıktan sonra, et de dahil tüm malzemeleri bir fırın kabına yerleştirin.Sosu için; salçayı bir kaba alın. Üstüne su ve baharatları ilave edin ve sarımsakları rendeleyin. Güzelce karıştırıp, tepsideki malzemelerin üstüne gezdirin.Önceden ısıtılmış 180 derece fırında 60 dakika boyunca pişmeye bırakın.Fırından aldıktan sonra sıcak sıcak servis edin. Afiyetler olsun!"
26,Sebzelerin Harmonisi: Yoğurtlama,SEBZE TARİFLERİ,"['4', '6', '196', '24', '185', '176', '96', '1', '185', '127']","['patates', 'patlıcan', 'yeşil biber', 'süzme yoğurt', 'tuz', 'sıvı yağ', 'sarımsak', 'rendelenmiş domates', 'tuz', 'karabiber']",4 kişilik,15 dakika,15 dakika,"Küp doğradığınız patatesleri, patlıcanları ve biberleri derin yağda altın rengini alana kadar  kızartın.Sosu için bir tavada sıvı yağ ile birlikte sarımsağı soteleyin. Ardından rendelenmiş domates, tuz ve karabiberi de ekleyip pişirmeye bırakın.Kızarttığınız sebzeleri süzme yoğurt ve tuz ile birlikte karıştırıp servis tabağına alın.Üzerine hazırladığınız domates sosunu gezdirip, ılık veya soğuk olarak servis edin."
27,İçi Dopdolu: Patates Röşti,SEBZE TARİFLERİ,"['39', '194', '196', '3', '4', '185', '127', '183', '102', '187']","['zeytinyağı', 'kapya biber', 'yeşil biber', 'taze soğan', 'patates', 'tuz', 'karabiber', 'pul biber', 'tereyağı', 'kaşar peyniri']",4 kişilik,15 dakika,25 dakika,"Patatesleri kaynar suda dış kısmı hafif yumuşayana kadar kaynatın ve ocaktan alın. Soğumuş patatesleri  bir kaba rendeleyin.  Ardından tuz, karabiber ve pul biber ile tatlandırın.Ayrı bir tavada zeytinyağlıyla biberleri ve taze soğanı soteleyin ve ocaktan alın.Orta boy bir tavada tereyağını eritin ve rendelediğiniz patateslerin yarısını tavaya koyun ve bastırarak düzleştirin.Üzerine biber ve taze soğan karışımını  ve kaşar peynirini ekleyin ve geriye kalan rendelenmiş patatesleri de ekleyip düzleştirin.Kısık ateşte alt kısmı kızarana kadar pişirin.Düz bir tencere kapağı yardımıyla röştiyi ters çevirin ve diğer tarafı da kızarana kadar pişirin.Pişen röştiyi ocaktan alın ve dilimleyerek servis edin. Afiyetler olsun!"
28,Bol Soslu: Ev Yapımı Fellah Köftesi,KÖFTE TARİFLERİ,"['60', '144', '99', '9', '105', '127', '185', '189', '144', '39', '183', '1', '189', '96', '185', '127']","['köftelik ince bulgur', 'sıcak su', 'un', 'yumurta', 'kimyon', 'toz karabiber', 'tuz', 'biber salçası', 'su', 'zeytinyağı', 'pul biber', 'rendelenmiş domates', 'biber salçası', 'rendelenmiş sarımsak', 'tuz', 'karabiber']",6 kişilik,1 saat,30 dakika,"2 su bardağı ince bulguru bir kabın içerisine aktarın ve üzerine 2,5 su bardağı sıcak su ilave edin.Streç filmle üzerini kapatarak bulgur şişene kadar bekletin.Şişen bulgurun içerisine 1 adet yumurta ve 1 yemek kaşığı biber salçasını ilave edin. 1 su bardağı unu da azar azar ilave edere yoğurmaya başlayın.1 çay kaşığı tuz ve karabiberi ekleyerek bütünleşene kadar güzelce yoğurun.Elinizi hafifçe ıslatın. Hamurdan fındıktan biraz büyük parçalar kopararak iki avucunuzun içinde yuvarlayın. Yuvarladıktan sonra orta kısmına parmağınızla bastırarak bir çukur açın.Şekillendirdiğiniz köfteleri hafif unlanmış bir kabın içine aktarın ve güzelce harmanlayın.Tencerede kaynayan suyun içerisine köftelerinizi atın ve yumuşayana kadar 10-15 dakika kadar haşlayın.Haşlanan köfteleri kevgir yardımıyla süzdürerek borcamın içine alın.Bir tavanın içine 1,5 çay bardağı zeytinyağı ve 1 yemek kaşığı biber salçasını alın. Üzerine rendelenmiş ve rondodan geçirilmiş 1 su bardağı domatesi ekleyin.Kıvamı hafif yoğunlaşınca 2 diş rendelenmiş sarımsak, 1 çay kaşığı pulbiber, 1 çay kaşığı tane karabiber ve 1 çay kaşığı da tuz ilave ederek karıştırın.Ardından hazırladığınız sosu üzerine gezdirin ve güzelce karıştırın.Servis tabağına alın ve ince kıyılmış maydanozlar serperek servis edin. Afiyetler olsun."
29,Ege Güzellerinden: İzmir Köfte,KÖFTE TARİFLERİ,"['41', '3', '96', '46', '144', '9', '8', '185', '105', '127', '4', '196', '1', '1', '1', '144', '185', '127', '48', '176', '102']","['dana kıyma', 'kuru soğan', 'sarımsak', 'bayat ekmek içi', 'maden suyu', 'yumurta', 'maydanoz', 'tuz', 'kimyon', 'karabiber', 'patates', 'biber', 'domates', 'domates salçası', 'domates rendesi', 'sıcak su', 'tuz', 'karabiber', 'kekik', 'sıvı yağ', 'tereyağı']",4 kişilik,30 dakika,45 dakika,"Köfte için bayat ekmek içini maden suyu ile ıslatın, suyunu sıkın. Soğanı rendeleyip suyunu sıkın, maydanoz yapraklarını ince ince doğrayın ve sarımsağı ezin.Derin bir kasede köfte malzemelerini birleştirin, yoğurun ve buzdolabında dinlenmeye bırakın.Patatesleri soyun iri dilimler halinde kesin, yıkayın, kurulayın ve sadece dışları renk alana kadar sıvı yağda kızartın. Kızaran patatesleri havlu kağıt üzerine çıkartıp hafifçe tuzlayın.Köfte harcını dolaptan çıkartın ve ellerinizi ıslatıp ceviz büyüklüğünde parçalar 
kopartın, patatesler aynı boyda olacak şekilde elinizde şekil verin.Tavada tereyağını kızdırın ve köftelerin dışları renk alana kadar kızartın. Dışları kızaran köfteleri kenara alın.Aynı tavada kalan yağın içinde önce salça ve domates rendesini kavurun. Sıcak su ve baharatları ekleyip bir taşım kaynatın.Orta boy fırın tepsisini bir patates bir köfte olacak şekilde doldurun. Biberleri ve domatesleri de iri parçalar halinde boşluklara ya da aralara yerleştirdikten sonra sosu tepsideki tüm ürünlerin üstüne gelecek şekilde gezdirin.200 derecelik sıcak fırında yemeği üstü kızarana kadar yaklaşık 20 dakika pişirin.İzmir köfteyi sıcak olarak servis edin. Afiyet olsun."
31,Dağılmadan Pişmesinin Sırlarıyla: Ekşili Köfte,KÖFTE TARİFLERİ,"['41', '3', '17', '185', '127', '183', '99', '34', '4', '43', '96', '1', '144', '48', '127', '185', '9', '94', '24']","['orta yağlı kıyma', 'soğan', 'pirinç', 'tuz', 'karabiber', 'pul biber', 'un', 'ayçiçek yağı', 'patates', 'havuç', 'sarımsak', 'domates salçası', 'su', 'kekik', 'karabiber', 'tuz', 'yumurta sarısı', 'limonun suyu', 'yoğurt']",6 kişilik,30 dakika,30 dakika,"Köfteyi hazırlamak için kıyma, yıkanmış ve süzülmüş pirinç, rendeleyip suyunu sıktığınız soğan, tuz, karabiber ve pul biberi bir kaba alın.Tüm malzemeyi iyice karıştırın ve yoğurun. Köfte harcından parçalar alarak misket büyüklüğünde köfteler hazırlayın.Yayvan bir kaba unu dökün ve köfteleri una bulayın.Kabuğunu soyduğunuz havuç ve patatesi küçük küpler halinde doğrayın. Tencereye ay çiçek yağını koyun ve ısındıktan sonra havuç, patates ve ince dilimlediğiniz sarımsağı ekleyerek kavurmaya başlayın.Sebzeler hafifçe kavrulup renk değiştirmeye başlayınca salçayı ekleyin ve 2-3 dakika daha orta-kısık ateşte kavurmaya devam edin.Üzerine suyu ekledikten sonra kısık ateşte kaynayana dek kapağı kapalı şekilde pişirin. Kaynadıktan sonra baharatlarını ekleyin ve karıştırın.Kaynamış olan sebzeli ve salçalı suya misket büyüklüğünde hazırladığınız köftelerinizi birer birer bırakın. Kapağını kapatarak kısık ateşte pişmeye bırakın.Bu sırada terbiyesi için; yumurta sarısı, limon suyu ve yoğurdu bir kasede çırpın.Köfteler pişip şiştikten sonra sebzelerin de pişme kıvamını kontrol edin. İkisi de pişmişse, suyundan bir kepçe alarak terbiyeye karıştırın ve ılıştırın. Ardından tencereye yavaş yavaş ve karıştırarak terbiyeyi ekleyin.Yemeği kısık ateşte 10 dakika kadar pişirdikten sonra sıcak olarak servis edin. Sevdiklerinizle paylaşın, afiyet olsun."
32,A'dan Z'ye Tüm Lezzet Sırlarıyla: Mantar Sote,SULU YEMEK TARİFLERİ,"['76', '3', '176', '102', '1', '196', '194', '96', '189', '185', '183', '127', '8']","['kültür mantarı', 'soğan', 'sıvı yağ', 'tereyağı', 'domates', 'yeşil biber', 'kapya biber', 'sarımsak', 'salça', 'tuz', 'pul biber', 'karabiber', 'kıyılmış maydanoz']",4 kişilik,15 dakika,20 dakika,Tencere ya da tavaya tereyağını ve sıvı yağı ekleyin. Üzerine soğanları ilave edin. Biraz kavurduktan sonra biberleri ekleyin. Kavurmaya devam edin.Mantarları ekleyin ve kavurmaya devam edin.Mantarların tüm sularını salmamaları için tavaya ekledikten sonra 2 dakika dokunmayın sonra karıştırın.Salçayı ve baharatları ekleyin. Güzelce karıştırın. Salçaların kokusu çıktıktan sonra sulu olmasını isterseniz bu aşamada yarım su bardağı kadar su ekleyebilirsiniz.Küp küp kestiğiniz domatesleri de ekleyin ve karıştırın. Altını kısın ve 10 dakika kadar pişirin.Biraz maydanoz serperek servis edebilirsiniz. Afiyet olsun.
33,Yağ Çekmeden Pişer: Mücver,SEBZE TARİFLERİ,"['5', '9', '43', '99', '3', '35', '185', '127', '176']","['kabak', 'yumurta', 'havuç', 'un', 'taze soğan', 'dereotu', 'tuz', 'karabiber', 'sıvı yağ']",15 adet,15 dakika,15 dakika,"Bol suda yıkadığınız kabakları rendenin iri kısmıyla rendeleyin. Mücveri sulandırmaması için; rendelenmiş kabakların suyunu sıkarak çıkartın.Geniş bir kapta rendelenen kabakları, havucu, yumurtayı, taze soğanı, dereotunu, tuzu, karabiberi birleştirin.Unu da ilave edip tüm malzemeler birbiriyle harmanlayın.Tüm malzemeler macun kıvamını alana kadar spatula yardımıyla karıştırın.Her bir mücver 1 tepeleme yemek kaşığı olacak şekilde ayarlayıp tavaya dökün.Kızgın yağda altın sarısı rengini alana kadar kızartın. Mücverlerin fazla yağını havlu kağıda süzdürdükten sonra servis tabağına alın ve çırpılmış yoğurt ile servis edin. Afiyet olsun!"
34,Tam Kıvamında: Sütlaç,SÜTLÜ TATLI TARİFLERİ,"['17', '144', '23', '123', '42', '144']","['pirinç', 'sıcak su', 'süt', 'toz şeker', 'buğday nişastası', 'su']",6 kişilik,5 dakika,31 dakika,"Sadece bir kez sudan geçirerek yıkadığınız pirinci tencereye alın ve 2 su bardağı sıcak suyu ekleyerek kısık ateşte pişirmeye başlayın. Bu sırada ara ara nazikçe karıştırın.Pirinç, suyu çekip lapa hale gelince üzerine sütü ilave edin. Karıştırın ve süt kaynayana kadar ara ara karıştırmaya devam edin. Kaynadıktan sonra altını kısın, 8-10 dakika daha bu şekilde karıştırarak kısık ateşte pişirin.Ardından şekeri ekleyin, karıştırın. Tekrar kaynamasını bekleyin ve 4-5 dakika daha da kısık ateşte bu şekilde kaynatın.Nişastayı eklemek için bir kabın içerisine alın, 1 çay bardağı suyla karıştırın ve aynı anda hem karıştırıp hem tencereye ekleyin. Azar azar dökerek eklerseniz topaklanma riskini de engellemiş olursunuz.Karıştırdıktan sonra hafifçe kıvam alana kadar pişirin. Bu sırada tekrar kaynayacak ve minik minik balonların yüzeye ulaştığını göreceksiniz, bunu gördükten sonra kısık ateşe alıp  1-2 dakika daha pişirin ve ardından ocaktan alın. Bu noktada sütlacın kıvamı akışkan bir boza kıvamında olmalıdır.Sütlaç harcını bir kepçeyle kaselere dağıtın. Her kepçeden önce bir kez karıştırın ki bu sırada pirinçler en dibe çökmesin. Her kasede eşit miktarda pirinç olması için karıştırarak kepçeyle alın ve dökün.Oda sıcaklığında soğuduktan sonra buzdolabında en az 2 saat, tercihen 1 akşam kadar bekletin ve servis etmeden önce buzdolabından çıkarıp 5 dakika bekletin, tarçın serperek servis edin. Afiyet olsun!"
35,Ağızda Dağılan Mükemmel Kıvamıyla: Elmalı Kurabiye,TATLI KURABİYE TARİFLERİ,"['102', '176', '24', '123', '128', '94', '99', '71', '123', '79', '163']","['tereyağı (oda ısısında bekletilmiş)', 'sıvı yağ', 'yoğurt', 'toz şeker', 'karbonat', 'limon suyu', 'un', 'kırmızı elma', 'toz şeker', 'dövülmüş ceviz içi', 'tarçın']",1 büyük tepsi,20 dakika,25 dakika,"Elmalı kurabiye tarifini hazırlamak için  rendelenmiş elmaları tavaya alın.Üzerine toz şekeri ekleyin ve elmalar karamelize olana kadar pişirin. Elmalı harç piştikten sonra üzerine yarım su bardağı kadar dövülmüş ceviz ve tarçın ekleyin, karıştırın.Hamurunu hazırlamak için derin bir kasede oda sıcaklığında yumuşamış tereyağı, sıvı yağ, yoğurt, toz şeker, limon suyu ve karbonatı ekleyin. Güzelce yoğurun ve ardından unu da azar azar ekleyerek, ele yapışmayan fakat yumuşak olan bir hamur elde edin.Hamuru tezgahın üzerinde toparlayın. Tezgaha hafifçe un serperek açın. Yuvarlak şekiller çıkarıp elmalı harcı ortasına koyun ve iki yandan katlayın.Pişirme kağıdı serdiğiniz fırın tepsisine kurabiyeleri dizin ve önceden ısıtılmış 180 derece fırında üzeri kızarana kadar, yaklaşık 20-25 dakika pişirin.Oda sıcaklığına geldikten sonra üzerine pudra şekeri serpiştirin. Kurabiyeleriniz artık servise hazır! Afiyet olsun.."
37,Kıyır Kıyır: Üç Malzemeli Un Kurabiyesi,TATLI KURABİYE TARİFLERİ,"['176', '123', '99', '123']","['sıvı yağ', 'pudra şekeri', 'un', 'pudra şekeri']",1 büyük tepsi,10 dakika,15 dakika,"Sıvı yağ ve pudra şekerini derin bir kaba alın, karıştırın.Ardından unu aşamalı olarak ekleyin. Hamuru toparlamak için iyice yoğurun. Hamurdan parçalar koparıp silindir şeklini verin.Verev şekilde kesin.Yağlı kağıt serilmiş fırın tepsisine aralıklı olarak yerleştirin.Üzerlerini çatal ile çizin. Önceden ısıtılmış 175 derece fırında 15 dakika pişirin.Arzuya göre üzerine pudra şekeri serperek servis edin. Afiyet olsun!"
38,Brownie'yi Andıran: Islak Kurabiye,TATLI KURABİYE TARİFLERİ,"['102', '176', '9', '123', '12', '190', '121', '99', '123', '144', '15']","['tereyağı (oda sıcaklığında bekletilmiş)', 'sıvı yağ', 'yumurta', 'pudra şekeri', 'kakao', 'vanilin', 'kabartma tozu', 'un', 'toz şeker', 'su', 'rendelenmiş Hindistan cevizi']",26 adet,15 dakika,25 dakika,"Derince bir karıştırma kabına oda ısısındaki tereyağını, sıvı yağı, yumurtayı, pudra şekerini, kakaoyu, vanilin ve kabartma tozunu alın.Tüm malzemeleri özleşene kadar karıştırın.Ardından unu yavaş yavaş ekleyerek, ele yapışmayan bir hamur elde edin.Hazırladığınız hamurdan ceviz büyüklüğünde parçalar koparın.Avucunuzda yuvarlayın ve parmağınızla ortasına hafifçe bastırdıktan sonra, yağlı kağıt serilmiş bir fırın tepsisine dizin. Önceden ısıtılmış 180 derece fırında yaklaşık 20 dakika kadar pişirin.Kurabiyeleriniz fırındayken şurup için gerekli olan şeker ve suyu homojen karışana kadar kaynattıktan sonra bir kaseye alın ve soğutun.Kurabiyeler fırından çıkınca 2 dakika kadar bekletin ve ardından teker teker hazırladığınız şuruba atın, arkalı önlü çevirin ve bir servis tabağına dizin.Tüm kurabiyeleri bu şekilde şuruba batırdıktan sonra kalan şurubu da üstlerine gezdirin ve tüm şerbeti çekene dek bekletin.Kurabiyeler şerbeti çektikten sonra üstlerini Hindistan cevizi ile süsleyin ve servis edin. Afiyet olsun."
39,Annelerimizin Püf Noktalarıyla: Mercimek Köftesi,MEZE TARİFLERİ,"['74', '144', '60', '3', '39', '189', '1', '3', '8', '185', '183', '105', '127']","['kırmızı mercimek', 'sıcak su', 'ince bulgur', 'kuru soğan', 'zeytinyağı', 'biber salçası', 'domates salçası', 'taze soğan', 'maydanoz', 'tuz', 'pul biber', 'kimyon', 'karabiber']",6 kişilik,30 dakika,20 dakika,"Bol suda yıkadığınız kırmızı mercimeği sıcak suda kaynatın.Suyunu çekmeye yakın ince bulguru ekleyin, mercimeği ocaktan alın.Üzerine ince bulguru ekleyin.Kapağını kapattığınız tencerede ince bulguru şişmesi için mercimekle birlikte 15 dakika kadar bekletin.Zeytinyağını bir tavada kızdırın.Kuru soğanları küçük küpler halinde doğrayın ve tavaya aktarın.Doğradığınız soğanları 5 dakika kadar kavurun.Sırasıyla; biber salçası, domates salçası, tuz, pul biber ve kimyonu ekleyin.Soğanlı karışımı 3-4 dakika kadar kavurun.Şişen bulgurlu ve mercimekli harca salçalı, soğanlı harcı ekleyin.Taze soğanları ve maydanozu ince ince kıyın.  Doğranmış yeşillikleri ilave edin.Malzemeleri yoğurmaya başlayın.Tüm malzemeyi özleşene kadar yoğurun.Hazırladığınız harçtan ceviz büyüklüğünde parçalar alın ve avuç içinizde sıkarak şekil verin.Servis tabağına aldığınız mercimekli köfteleri arzu ettiğiniz yeşilliklerle servis edin. Sevdiklerinizle paylaşın."
